id_point_d_accueil,ID_A1,ID_A2,ID_A4,ID_A6,ID_A7,ID_A8,ID_A9,ID_A10,ID_A11,ID_A12,ID_A13,ID_A14,ID_A15,ID_A16,ID_A17,ID_A18,ID_A19,ID_A20,ID_A21,ID_A22,ID_A23,ID_A24,ID_A25,ID_B25,ID_C25,ID_D25,ID_E25,ID_F25,ID_A26,ID_B26,ID_C26,ID_D26,ID_E26,ID_F26,ID_A27,ID_B27,ID_C27,ID_D27,ID_E27,ID_F27,ID_A28,ID_B28,ID_C28,ID_D28,ID_E28,ID_F28,ID_A29,ID_B29,ID_C29,ID_D29,ID_E29,ID_F29,ID_A30,ID_B30,ID_C30,ID_D30,ID_E30,ID_F30,ID_A31,ID_B31,ID_C31,ID_D31,ID_E31,ID_F31,ID_A32,ID_B32,ID_C32,ID_D32,ID_E32,ID_F32,ID_A33,ID_B33,ID_C33,ID_D33,ID_E33,ID_F33,ID_A34,ID_B34,ID_C34,ID_D34,ID_E34,ID_F34,ID_A35,ID_A36,ID_A37,ID_A38,ID_A39,ID_A40,ID_A41,ID_A42,ID_A43,ID_A44,ID_A45,ID_B45,ID_C45,ID_A46,ID_A47,ID_A49,ID_A50,ID_B50,ID_C50,ID_A51,ID_A52,ID_B52,ID_C52,ID_A53,ID_A54,ID_A55,ID_A56,ID_A57,ID_A58,ID_A59,ID_A60,ID_A61,ID_A62,ID_A63,ID_A64,ID_A65,ID_A66,ID_A67,ID_A68,ID_A69,ID_A70,ID_A71,ID_A72,ID_A73,ID_A74,ID_A75,ID_A76,ID_A77,ID_A78,ID_A79,ID_A80,ID_A81,ID_A82,ID_A83,ID_A84,ID_A85,ID_A86,ID_A87,ID_B87,ID_C87,ID_D87,ID_E87,ID_A88,ID_B88,ID_C88,ID_D88,ID_E88,ID_A89,ID_B89,ID_C89,ID_D89,ID_E89,ID_A90,ID_B90,ID_C90,ID_D90,ID_E90,ID_A91,ID_B91,ID_C91,ID_D91,ID_E91,ID_A92,ID_B92,ID_C92,ID_D92,ID_E92,ID_A93,ID_B93,ID_C93,ID_D93,ID_E93,ID_A94,ID_B94,ID_C94,ID_D94,ID_E94,ID_A95,ID_B95,ID_C95,ID_D95,ID_E95,ID_A96,ID_B96,ID_C96,ID_D96,ID_E96,ID_A97,ID_B97,ID_C97,ID_D97,ID_E97,ID_A98,ID_B98,ID_C98,ID_D98,ID_E98,ID_A99,ID_B99,ID_C99,ID_D99,ID_E99,ID_A100,ID_B100,ID_C100,ID_D100,ID_E100,ID_A101,ID_B101,ID_C101,ID_D101,ID_E101,ID_A102,ID_B102,ID_C102,ID_D102,ID_E102,ID_A103,ID_A104,ID_A105
540000031P1,MATERNITE REGIONALE UNIVERSITAIRE DE NANCY,540000031,Structures des urgences pédiatriques,1,0,,,,,,,1,5.60,3,3,1,1,Réseau Périnatal Lorraine/Lien SMUR pédiatrique,1,1,1,1,1,1.00,0.00,0.00,0,0,1,5.60,0.00,0.00,0,0,1,5.60,0.00,0.00,0,0,1,1.00,0.00,0.00,0,0,1,5.60,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,1,0,1,,1,1,0,0,,,,,,,,,,,,0,,,,0,,0,0,0,0,0,0,0,,0,1,0,0,,,1,3,0,0,,,0,,0,0,1,1,1,1,33,32,,11/06/2013,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,
540000049G1,CENTRE HOSPITALIER SAINT CHARLES TOUL,540000049,Structures des urgences générales,0,1,2,2,1,2,0,,0,,3,3,1,1,"reseau lorrain urgences- filieres AVC, syndrome coronaire",0,0,0,,10,9.50,0.00,0.00,,,0,0.00,,,,,1,1.00,,,,,1,0.70,,,,,18,15.00,,,,,15,12.00,,,,,0,0.00,,,,,1,0.90,,,,,0,0.00,,,,,1,0.10,,,,,0,,,,,,1,0,,0,,,,1,1,0,,,,0,,,,0,,0,0,0,1,1,0,1,1,0,0,,,0,,1,3,0,0,,,0,,1,0,0,1,1,0,,,,11/06/2013,1,14,4,5,3,1,4,3,1,0,3,3,0,3,5,2,2,2,1,2,0,0,0,1,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,3,2,3,2,2,2,2,2,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,2,2,0,0,51,2,3
540000080G1,CENTRE HOSPITALIER DE LUNEVILLE,540000080,Structures des urgences générales,0,1,2,0,2,2,2,Pédiatrie,0,,3,3,1,1,Procédures opérationnelles standardisées,0,,,,8,7.50,1.00,,1146,49,1,0.50,,,94,,1,1.00,,,,,1,0.50,,,,,16,15.95,,,1000,98,12,12.00,,,,,0,0.00,,,,,3,3.00,,,,,0,0.00,,,,,1,0.10,,,,,0,,,,0,0,0,0,,0,,,,0,1,0,,,,0,,,,0,,1,1,1,1,1,1,1,1,1,0,,,0,,1,3,0,0,,,1,3,1,1,1,1,1,0,,,,11/06/2013,4,7,9,15,2,0,3,1,4,0,3,2,1,1,2,1,0,0,0,1,0,1,0,0,0,2,1,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,3,3,3,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,55,1,2
540000106G1,CENTRE HOSPITALIER DE PONT A MOUSSON,540000106,Structures des urgences générales,0,1,0,0,0,2,0,,0,,3,3,1,1,COLMU (collège lorrain de médecine d'urgence). Protocole commun de prise en charge des urgences (urgence cardiaque),0,,,,6,6.00,,2.00,,234,0,0.00,,,,,0,0.00,,,,,1,1.00,,,,,15,14.60,,,,,4,3.60,,,,,0,0.00,,,,,0,0.00,,,,,0,0.00,,,,,0,0.00,,,,,0,,,,,,0,0,,0,,,,0,1,0,,,,0,,,,0,,0,0,0,0,0,0,1,1,1,0,,,1,16,1,24,0,0,,,0,,0,0,0,0,1,0,,,,11/06/2013,0,3,1,1,0,0,0,0,0,0,4,2,0,0,1,0,2,2,2,3,0,0,0,0,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,2,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,27,2,
540000486G1,POLYCLINIQUE DE GENTILLY ET SAINT DON,540000486,Structures des urgences générales,0,1,0,0,0,0,0,Réanimation,0,,,1,0,1,ORULOR,0,,,,4,4.75,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,1,0.91,0.00,0.00,0,0,17,14.06,0.00,0.00,633,0,7,5.38,0.00,0.00,154,0,1,1.00,0.00,0.00,0,0,3,2.98,0.00,0.00,0,0,1,1.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,,,,,,0,0,,0,,,,0,0,0,,,,0,,,,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,,1,2,1,1,1,1,0,,0,,,,,,,,,11/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,3,3,2,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,51,,
540000767A1,CENTRE HOSPITALIER DE BRIEY,540000767,Structures des urgences générales sur site ayant aussi une structure des urgences pédiatriques,0,1,2,0,1,2,0,PEDIATRIE - OBSTETRIQUE,1,2.20,3,3,1,1,CHR METZ-THIONVILLE = FEDERATION DES URGENCES  / ORULOR / COLMU,1,1,0,1,7,6.35,2.00,0.60,3534,1997,1,1.00,,0.02,0,,5,5.55,,,,,1,1.00,,,,,27,26.25,,,1254,,12,12.00,,,711,,0,0.00,,,,,1,1.00,,,,,0,0.00,,,,,0,0.25,,,,,1,1,0,,0,50,0,0,,0,,,,1,1,,,,,0,,,,0,,1,1,1,1,1,1,1,1,1,1,0,0,1,28,1,24,0,0,,,1,1,1,1,1,1,1,1,0,0,CONVENTIONS AVEC ETABLISSEMENTS DU TERRITOIRE / COMMISSION DES ADMISSIONS NON PROGRAMMEES,11/06/2013,2,4,11,13,1,0,1,1,0,1,5,3,0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,1,1,0,1,3,3,1,0,0,0,0,0,0,1,1,0,0,0,4,5,5,4,3,2,2,2,2,2,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,3,3,2,1,1,91,1,3
540001096G1,CH DE MT ST MARTIN (ALPHA SANTE),540001096,Structures des urgences générales,0,1,0,0,1,2,1,,1,0.29,3,3,1,1,"College Lorrain de Medecine d'Urgence, SMUR transfrontalier avec la belgique",0,,,,7,8.00,2.25,2.25,,,1,0.29,,,,,2,2.00,,,,,1,1.00,,,,,16,15.00,,,,,12,12.00,,,,,0,0.00,,,,,8,7.50,,,,,0,0.00,,,,,0,0.00,,,,,1,0,0,,0,20,1,0,,0,,,,0,1,0,,,,0,,,,0,,0,0,1,1,1,1,1,1,1,1,0,0,1,30,1,24,0,0,,,1,1,1,1,1,1,1,1,0,0,appel à l'administrateure de garde ( réquisition de lit),11/06/2013,1,7,7,4,2,3,1,1,1,0,3,4,1,1,2,4,2,3,4,6,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,4,4,4,3,4,3,3,3,2,3,2,2,0,0,2,1,4,1,1,1,0,0,0,0,0,1,1,1,1,0,59,1,
540001138G1,HOPITAL CENTRAL CHU NANCY,540001138,Structures des urgences générales,1,1,1,1,0,0,1,Réanimations,0,,2,3,0,1,"Existence d'un Réseau Lorraine Urgennces ayant pour objet : d'améliorer la qualité de la délivrance de soins de proximité, de permettre une prise en charge offrant des garanties de sécurité pour les patients et les professionnels de santé, d'organiser une couverture médicale permanente qui favorise",0,,,,28,12.18,1.50,,142,75,0,0.00,,,,,7,7.99,,,,,2,1.80,0.20,0.00,0,91,45,42.91,0.30,0.00,0,1285,24,23.70,0.10,0.00,0,525,14,13.80,,,,,3,2.30,,,,,0,0.00,,,,,2,2.00,,,,34,1,1,0,,1,70,1,1,0,0,,,,1,1,0,,,,0,,,,0,,1,1,1,1,0,1,1,1,1,1,1,1,1,59,1,2,0,0,,,0,,1,1,1,1,1,0,,,,11/06/2013,3,7,14,20,10,1,5,15,9,7,3,4,4,6,6,5,4,4,2,2,1,0,1,0,2,2,3,4,3,2,0,0,0,0,0,4,3,4,4,4,0,0,0,0,0,1,2,1,0,2,7,7,7,7,7,4,4,4,4,4,4,5,2,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,106,11,18
540002698P1,HOPITAUX DE BRABOIS CHU NANCY,540002698,Structures des urgences pédiatriques,0,1,2,0,2,0,2,pediatrie medicale hospitaliation reanimation,1,1.00,1,1,0,1,"dossier médical commun, protocoles, réunions de concertation",1,1,0,1,11,4.43,0.00,,0,18,0,0.00,,,0,,6,4.67,0.00,0.00,0,0,1,1.00,0.00,0.00,0,63,24,21.47,0.00,0.00,0,0,5,3.41,0.00,0.00,0,0,6,5.58,0.00,0.00,0,0,1,1.11,0.00,0.00,0,0,2,0.50,0.00,0.00,0,0,0,0.00,0.00,0.00,0,,1,1,0,,1,50,0,0,,,,,,,,,,,,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,,,1,2,0,0,0,1,0,,1,1,1,1,1,1,5,5,,11/06/2013,1,6,11,13,1,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,2,2,3,2,2,0,0,0,0,0,1,1,0,0,0,3,4,4,4,3,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,70,0,0
550000020G1,CENTRE HOSPITALIER DE VERDUN,550000020,Structures des urgences générales,0,0,0,0,1,0,0,,1,0.10,3,3,1,1,Réunion à thème au sein du COLMU,1,1,0,0,12,12.50,3.00,,630,1210,0,0.00,,,,,5,5.00,,,,,1,1.00,,,20,,26,26.00,,,670,14,9,9.00,,,88,,2,2.00,,,0,,2,2.00,,,0,,2,2.00,,,0,,3,3.50,,,76,,1,1,0,,1,77,0,1,0,0,,,,1,1,0,,,,0,,,,0,,0,0,0,0,0,0,1,1,1,1,1,1,1,20,1,2,0,0,,,0,2,1,1,1,1,1,1,3,3,"Réunion cellule de crise (Directeurs, chef de pôle, chef de service, cadre de pôle), mise à dispostion de lits supplémentaires",11/06/2013,2,9,6,13,3,1,1,2,1,0,0,1,2,3,2,6,3,2,0,4,0,1,0,0,0,2,2,2,2,2,0,0,0,0,0,2,3,3,1,2,0,0,0,0,0,1,1,0,0,1,4,5,5,4,4,2,2,2,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,69,2,2
550003354G1,CENTRE HOSPITALIER DE  BAR LE DUC,550003354,Structures des urgences générales,0,1,0,0,2,0,0,pédiatrie aux heures ouvrables,0,,3,3,1,1,"COLMU, réseau Lorraine Urgences, procédures régionales",0,,,,8,8.00,1.00,0.00,1673,329,0,0.00,0.00,,,,3,3.00,,,,,1,1.00,0.00,,0,0,20,17.80,0.00,0.25,822,0,1,1.00,0.00,0.00,0,0,3,2.73,0.00,0.00,,0,2,1.40,0.00,0.00,,0,0,0.00,,,,,6,5.90,0.00,0.00,150,0,1,1,0,,0,40,0,0,,0,,,,1,1,0,,,,0,,,,0,,0,0,0,0,0,0,1,1,1,1,1,1,0,,1,3,0,0,,,1,1,0,0,0,0,0,0,,,contacts avec les hôpitaux environnants,11/06/2013,0,5,1,2,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,3,0,0,0,0,0,2,3,2,2,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,4,4,3,3,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,44,1,2
560000044G1,CENTRE HOSPITALIER DE PLOERMEL,560000044,Structures des urgences générales,0,0,0,0,0,0,0,,0,,3,3,1,1,Intervention 4 jours par semaines des médecins du centre de référence voisin,1,1,0,0,10,7.47,,0.84,1883,25,0,0.00,,,,,5,4.50,,,,,1,1.00,,,,,26,20.54,,,244,,17,13.67,,,80,,0,0.00,,,,,2,1.75,,,,,0,0.00,,,,,0,0.00,,,,,1,1,0,,0,61,0,0,0,0,,,,1,0,0,,,,0,,,,0,,0,0,0,0,0,0,1,1,1,0,,,0,,1,3,0,0,,,0,,0,1,1,1,1,1,10,10,Projet de création d'une unité post-accueil,11/06/2013,6,9,11,9,3,0,4,2,0,0,7,2,0,1,1,0,3,3,0,3,,,,,,2,2,1,2,1,0,0,0,0,0,1,3,2,1,1,0,0,0,0,0,1,1,1,0,0,3,4,3,2,2,2,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,6
560000127G1,HOPITAL CHUBERT- VANNES,560000127,Structures des urgences générales,1,1,1,2,0,2,2,Accès directs épisodiques dans les spécialités médicales,1,0.40,3,3,1,1,le réseau régional breton des urgences. Son rôle évaluer et concourir à une prise en charge optimisée des patients en Bretagne. Coopération territoriale en néonatalogie avec CH Ploermel,1,1,1,0,34,29.74,1.00,0.00,190499,156,16,3.20,0.00,0.00,5179,22,6,6.00,0.00,0.00,0,0,5,3.08,0.00,0.00,35,0,86,54.96,0.00,0.00,3181,0,59,44.47,0.00,0.00,457,0,4,3.52,0.00,0.00,24,0,19,15.02,0.00,0.00,248,0,0,0.00,0.00,0.00,0,0,1,1.20,0.00,0.00,0,0,1,1,0,,1,66,1,0,,0,,,,1,1,1,1,1,1,1,1,,,0,,1,1,1,1,0,0,1,1,1,1,1,1,1,30,1,24,1,0,,,0,,0,0,1,1,1,1,,,projet de création d'une unité de médecine de post-accueil en 2013. Révision en 2013 du process de prise en charge aux SAU mise en place-marche en avant-,11/06/2013,12,21,26,23,10,1,6,3,3,0,3,0,0,1,1,15,14,7,10,16,1,1,1,1,0,2,4,5,2,2,1,2,1,1,1,3,4,4,3,3,0,0,0,0,0,1,3,1,0,1,8,10,9,9,8,7,10,10,6,7,1,2,1,0,1,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,164,10,11
560000135A1,CENTRE HOSPITALIER SCORFF- LORIENT,560000135,Structures des urgences générales sur site ayant aussi une structure des urgences pédiatriques,1,1,1,2,1,2,1,,0,,2,2,1,0,le CHBS en tant qu'établissement de référence apporte assistance aux établissements du territoire,1,1,0,1,16,13.59,3.50,2.00,132,873,2,1.33,,,,72,5,4.50,,,,,3,2.88,,,0,30,39,32.34,,,275,38,33,25.85,,,5,0,1,1.47,,,76,0,5,4.30,,,,,0,0.00,,,,,1,0.80,,,,,1,1,1,secrétaire d'accueil,1,10,1,1,0,0,,,,1,1,,,,,1,1,,,0,,1,1,1,2,1,1,1,1,1,1,1,1,1,42,1,1,0,0,,,0,,0,0,1,1,1,1,0,0,"Conventions de coopération avec les établissements HAD et SSR du territoire. En interne, projet de gestion partagée de recherche de lits entre les urgences et les pôles d'hospitalisation",11/06/2013,30,31,25,26,19,5,3,0,4,0,5,5,5,5,5,11,11,11,11,11,1,0,0,0,0,2,5,5,2,2,0,2,0,0,0,2,2,2,2,2,0,0,0,0,0,1,3,2,1,1,5,8,8,6,5,4,7,7,4,4,0,0,0,0,0,3,3,3,1,3,7,7,7,2,7,0,0,0,0,0,111,4,5
560000135P1,CENTRE HOSPITALIER SCORFF- LORIENT,560000135,Structures des urgences pédiatriques,0,1,0,0,1,0,0,,0,,1,1,0,0,coopération entre le CHBS et le CH de Quimperlé,0,,,,0,0.00,,,,,10,1.92,1.00,,,85,5,2.00,,,,,1,0.50,,,,29,12,11.66,,,,,4,2.83,,,,,12,1.80,,,,,2,1.00,,,,,1,1.00,,,,,0,0.40,,,,,1,0,0,secrétaire,0,0,0,1,0,,,,,,,,,,,0,,,,0,,1,1,1,1,0,0,1,1,1,1,1,1,,,1,1,0,0,,,0,,0,0,1,1,1,0,,,,11/06/2013,0,1,1,2,0,1,2,1,0,1,1,0,1,3,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,2,2,2,2,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,22,,
560000143G1,CENTRE HOSPITALIER DE PONTIVY,560000143,Structures des urgences générales,1,1,2,2,2,2,0,,0,,3,3,1,1,"Réseau Bretagne Urgences : échanges de données, activités organisations, techniques(informatisation)",1,0,1,0,14,12.40,,,1006,,1,0.50,,,,,3,3.00,,,,,2,1.25,,,,,28,26.40,,,,,21,19.40,,,,,3,2.80,,,,,6,5.80,,,,,0,0.00,,,,,4,4.00,,,,,1,1,0,aide-soignant,0,50,0,0,,0,,,,0,1,0,,,,1,1,,1,0,,0,0,2,0,0,0,1,1,1,1,1,1,1,29,1,3,0,0,,,0,,0,0,1,0,0,0,,,"appel quotidien de l'administrateur de garde à 21h00 pour état des lits disponibles par spécialité, bulletin d'information quotidien/équipe de direction et responsables de structures sur les patients hébergés urgences, feuille individuelle de suivi des patients hébergés hors discipline idéale, dédou",11/06/2013,1,11,8,2,1,8,4,13,5,2,8,6,1,1,5,9,9,4,6,7,0,0,0,0,0,2,3,3,2,2,0,1,0,0,0,1,2,2,1,1,0,0,0,0,0,1,1,1,0,1,4,6,6,3,4,3,4,4,2,3,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,1,1,1,1,1,59,0,0
570000059A1,CH MARIE-MADELEINE - FORBACH,570000059,Structures des urgences générales sur site ayant aussi une structure des urgences pédiatriques,0,0,2,,1,,,,0,,3,3,1,1,conventionSAMU-SMUR  participation à la régulation départementale,0,,,,18,13.53,1.60,0.00,246,0,0,0.00,0.00,0.00,0,0,4,4.00,0.00,0.00,0,0,1,1.00,0.00,0.00,18,0,28,23.36,0.00,0.00,1271,0,5,4.62,1.00,0.00,35,0,7,4.50,0.00,0.00,149,0,5,5.00,0.00,0.00,54,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,1,1,0,,1,10,0,1,0,0,,,,1,0,,,,,0,,,,1,0,,1,1,1,1,,1,1,1,0,,,0,,1,2,0,0,,,0,,0,0,0,0,0,0,,,,11/06/2013,0,11,18,11,7,0,0,4,0,0,1,2,2,3,4,5,2,0,0,0,0,0,0,1,0,3,3,3,3,3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,4,4,5,4,4,1,1,1,1,1,2,2,1,0,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,88,3,6
570000059P1,CH MARIE-MADELEINE - FORBACH,570000059,Structures des urgences pédiatriques,1,1,0,0,0,0,0,Pédiatrie hospitalisations programmées,0,,1,1,0,0,,,,,,0,0.00,,,,,8,5.50,,,,,5,5.00,,,,,0,0.00,,,,,25,6.20,,,,,0,0.00,,,,,1,0.50,,,,,6,1.80,,,,,0,0.00,,,,,0,0.00,,,,,0,,,,,,0,0,,,,,,,,,,,,0,,,,1,0,0,0,0,0,0,0,1,1,1,0,0,0,,,1,2,0,0,,,0,,1,,,,,,,,,11/06/2013,0,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,,
570000117G1,CH DE SARREBOURG - HÈPITAL ST NICOLAS,570000117,Structures des urgences générales,0,0,0,0,0,0,0,,0,,3,3,1,0,,1,0,1,0,7,6.44,,,,,1,1.00,,,,,3,2.34,,,,,1,1.00,,,,,15,16.00,,,,,6,6.00,,,,,0,0.00,,,,,3,3.00,,,,,0,0.00,,,,,3,3.00,,,,,1,1,0,IOA jusqu'en juin 2012,0,6,0,0,0,0,,,,0,1,0,,,,0,,,,0,,0,0,0,0,0,0,1,1,1,1,1,1,1,10,1,3,1,0,,,0,,1,0,1,0,0,0,,,,11/06/2013,1,13,8,9,1,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,1,1,1,0,0,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,3,3,3,2,3,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,55,3,2
570000216G1,HOSPITALOR HOPITAL DE ST AVOLD,570000216,Structures des urgences générales,1,1,0,0,0,1,0,"pneumologie, gastro-entérologie, chirurgie",1,0.75,,,,0,,0,,,,2,1.95,,1.30,366,0,7,11.00,,,1270,0,0,0.00,3.00,0.00,,0,1,1.00,0.00,0.00,,0,26,24.60,0.00,0.00,,0,7,5.75,0.00,,,0,1,1.00,0.00,0.00,,0,4,3.00,0.00,0.00,,0,1,1.00,0.00,0.00,0,0,0,0.00,,,,,1,1,0,,1,98,0,0,,0,,,,0,1,0,,,,0,,,,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,8,1,2,0,0,,,0,,0,0,1,1,1,0,,,,11/06/2013,2,7,8,4,2,0,5,4,7,0,3,1,0,2,1,6,2,0,1,0,,,,,,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,4,5,5,4,4,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,58,,
570000349G1,CHR METZ-THIONVILLE - HOPITAL BEL AIR,570000349,Structures des urgences générales,0,1,1,0,1,0,0,"Réanimation, USIC, admission directe épisodique",1,0.50,3,3,1,1,"Collège lorrain médecine urgence : réunion semestrielle, partage de données pratiques",1,1,0,0,19,21.30,1.20,0.00,3684,0,4,1.40,0.00,0.00,0,345,8,8.00,,,,,2,2.00,1.00,,300,,60,57.50,0.00,,4190,,23,22.20,0.00,,1638,,0,0.00,,,,,2,2.00,,,,,0,0.00,,,,,0,0.00,,,,,1,1,0,,1,60,0,1,0,0,,,,1,1,,,,,1,1,,,0,,1,1,1,1,1,1,1,1,1,1,0,1,1,23,1,3,1,0,,,0,,1,0,1,1,1,1,3,30,,11/06/2013,7,11,17,22,1,5,5,4,3,0,5,3,3,2,3,8,9,4,4,8,1,0,1,0,0,4,5,5,4,4,1,0,1,0,0,2,7,7,3,2,0,0,0,0,0,3,3,2,1,2,9,9,9,8,9,4,4,5,5,4,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,133,4,7
570000570G1,CHR METZ - HOPITAL  MERCY,570000570,Structures des urgences générales,0,1,1,1,1,2,2,Réanimation,1,1.00,3,3,1,1,"COLMU : partage connaissances, expériences",1,1,0,0,33,28.90,4.50,0.00,7752,633,4,3.60,0.00,0.00,0,763,8,8.00,0.00,,,,3,2.50,,,352,,62,58.60,,,2791,,28,26.00,,,1291,,0,0.00,,,,,3,2.50,,,,,0,0.00,,,,,22,20.6,,,,,1,1,0,,1,66,0,1,0,0,,,,1,1,,,,,1,1,,,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,44,1,3,1,0,,,0,,1,0,1,1,1,1,3,30,,11/06/2013,7,28,21,24,3,3,6,9,2,3,9,5,7,7,9,11,12,1,5,9,0,0,1,1,0,4,5,5,4,4,2,2,2,1,1,5,6,5,4,5,0,0,0,0,0,1,2,2,1,1,11,11,12,10,11,4,6,7,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,10,9
570000596G1,HIA LEGOUEST,570000596,Structures des urgences générales,1,1,2,0,0,0,1,,,0.50,1,1,,,protocole régionaux via ORULOR,,,,,5,4.00,,,,,0,0.00,,,,,4,3.50,,,,,1,1.00,,,,,18,18.00,2.00,,,,8,8.00,,,,,1,1.00,,,,,2,2.50,,,,,2,2.00,,,,,0,0.00,,,,,1,1,1,,0,60,1,0,,0,,,,0,0,0,,,,0,,,,0,,1,1,1,1,1,0,1,1,1,1,0,1,0,,1,2,0,0,,,0,,1,1,1,1,1,1,1,6,,11/06/2013,3,9,11,6,3,1,3,2,2,0,1,0,2,2,2,1,2,0,2,2,,,,,,1,3,3,1,1,0,0,0,0,0,1,2,3,2,1,0,0,0,0,0,1,1,0,0,1,3,4,4,2,3,3,3,3,1,3,1,1,0,0,1,2,2,2,1,2,2,2,2,2,2,0,0,0,0,0,74,,
570000646G1,HOPITAL-CLINIQUE CLAUDE BERNARD,570000646,Structures des urgences générales,1,1,2,0,1,0,1,,0,,,,,1,,1,0,1,0,4,4.00,0.00,0.00,,,0,0.00,,0.00,,,0,0.00,,,,,1,0.50,,,,,10,9.69,0.00,,18120,,1,0.98,0.00,0.00,1785,,1,0.50,0.00,0.00,910,,3,3.00,0.00,0.00,5457,,1,1.00,0.00,0.00,1819,,0,0.00,,,,,0,,,,,,1,0,,0,,,,0,1,0,,,,0,,,,0,,1,1,1,1,1,,1,1,1,1,1,1,0,,1,24,1,1,1,0,1,1,1,,,,,,,,,11/06/2013,1,4,3,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,2,2,2,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,42,,
